,Dates,Time,Open,High,Low,Close,Volume,Average,BarCount
1888,2021-05-06,00:00:00,416.4,419.39,413.67,419.12,630870,416.676,349665
1889,2021-05-07,00:00:00,419.13,422.82,419.0,422.42,532357,421.836,292683
1890,2021-05-10,00:00:00,422.26,423.0,416.86,417.96,653127,420.306,340901
1891,2021-05-11,00:00:00,416.0,416.0,410.06,414.25,979533,413.302,561637
1892,2021-05-12,00:00:00,414.0,414.25,404.0,406.14,1062113,407.863,584712
1893,2021-05-13,00:00:00,403.96,412.35,402.7,411.0,934504,410.267,514363
1894,2021-05-14,00:00:00,412.13,417.49,412.0,417.44,624031,415.877,310490
1895,2021-05-17,00:00:00,415.34,416.5,413.36,416.23,535677,414.857,304373
1896,2021-05-18,00:00:00,417.07,417.55,410.6,410.6,501174,414.265,275015
1897,2021-05-19,00:00:00,409.6,411.1,405.33,409.81,870676,408.24,508780
1898,2021-05-20,00:00:00,410.48,416.63,408.28,415.83,633834,414.725,341435
1899,2021-05-21,00:00:00,415.85,418.2,414.45,415.44,547527,416.076,320410
1900,2021-05-24,00:00:00,415.9,420.32,415.9,419.81,410526,419.191,214754
1901,2021-05-25,00:00:00,420.26,420.71,417.62,419.11,435822,418.843,255449
1902,2021-05-26,00:00:00,419.33,420.02,417.76,419.0,357618,418.87,200624
1903,2021-05-27,00:00:00,418.11,421.25,417.69,421.12,475251,419.824,268735
1904,2021-05-28,00:00:00,420.95,421.43,419.79,420.04,427584,420.534,227729
1905,2021-06-01,00:00:00,421.48,422.72,418.82,419.29,421924,420.293,238207
1906,2021-06-02,00:00:00,419.35,421.23,419.09,420.63,356387,420.223,199893
1907,2021-06-03,00:00:00,419.63,420.98,416.28,418.37,470884,418.632,264754
1908,2021-06-04,00:00:00,418.91,422.92,418.46,422.62,403506,421.99,208555
1909,2021-06-07,00:00:00,421.85,422.99,421.19,422.28,363863,421.918,195647
1910,2021-06-08,00:00:00,422.07,423.38,420.32,422.38,366633,422.165,199121
1911,2021-06-09,00:00:00,422.35,423.26,421.41,421.85,335432,422.395,174629
1912,2021-06-10,00:00:00,421.78,424.63,420.5,423.51,397321,423.411,213124
1913,2021-06-11,00:00:00,423.54,424.51,422.82,424.41,318175,423.763,159361
1914,2021-06-14,00:00:00,424.65,425.47,423.1,425.1,326674,424.022,169398
1915,2021-06-15,00:00:00,425.97,425.99,423.54,424.44,368624,424.442,190766
1916,2021-06-16,00:00:00,424.22,424.87,419.94,420.35,583654,422.366,342916
1917,2021-06-17,00:00:00,420.26,423.02,419.32,422.31,610848,421.86,291245
1918,2021-06-18,00:00:00,420.6,422.28,413.56,413.6,761697,416.27,363357
1919,2021-06-21,00:00:00,416.0,421.61,412.94,421.21,555375,419.59,300595
1920,2021-06-22,00:00:00,420.74,424.0,420.07,423.23,444253,422.346,232329
1921,2021-06-23,00:00:00,423.32,424.05,422.5,423.11,367182,423.226,185827
1922,2021-06-24,00:00:00,423.84,425.75,423.75,425.4,348064,425.116,184651
1923,2021-06-25,00:00:00,425.3,427.1,425.04,426.88,425773,426.396,220470
1924,2021-06-28,00:00:00,426.8,427.65,425.89,427.2,359273,426.856,179652
1925,2021-06-29,00:00:00,427.53,428.56,427.0,428.25,293607,427.878,150634
1926,2021-06-30,00:00:00,428.06,428.91,426.37,428.85,450035,428.064,198779
1927,2021-07-01,00:00:00,429.65,430.6,428.15,430.38,423742,429.846,201391
1928,2021-07-02,00:00:00,430.54,434.1,430.38,433.28,445683,432.969,198038
1929,2021-07-06,00:00:00,433.38,434.01,430.01,432.18,530263,431.919,247469
1930,2021-07-07,00:00:00,433.27,434.76,431.51,434.48,501554,433.813,252874
1931,2021-07-08,00:00:00,431.09,434.44,427.49,430.26,791028,429.748,430107
1932,2021-07-09,00:00:00,431.3,435.84,431.0,435.65,558774,434.78,266619
1933,2021-07-12,00:00:00,433.95,437.35,433.8,437.18,396522,436.593,201345
1934,2021-07-13,00:00:00,436.66,437.84,434.94,435.01,432552,436.359,226634
1935,2021-07-14,00:00:00,435.12,437.92,434.8,436.23,472900,436.472,234493
1936,2021-07-15,00:00:00,435.8,436.4,432.72,433.77,471031,434.37,257945
1937,2021-07-16,00:00:00,434.8,436.42,430.92,431.28,569134,433.021,288037
1938,2021-07-19,00:00:00,429.28,430.3,421.97,425.75,1190267,423.846,661930
1939,2021-07-20,00:00:00,426.74,432.42,424.83,432.0,781985,430.203,398521
1940,2021-07-21,00:00:00,432.86,435.16,431.11,434.96,470571,433.755,230555
1941,2021-07-22,00:00:00,435.04,436.71,433.69,436.5,363890,434.915,199559
1942,2021-07-23,00:00:00,437.22,440.3,436.79,439.26,465681,438.954,246365
1943,2021-07-26,00:00:00,438.65,441.16,437.08,440.73,313725,440.264,170951
1944,2021-07-27,00:00:00,439.38,440.71,435.99,438.74,545689,438.018,300745
1945,2021-07-28,00:00:00,439.0,440.3,437.31,438.93,410929,439.005,241220
1946,2021-07-29,00:00:00,438.93,441.8,438.14,438.2,373303,440.96,182037
1947,2021-07-30,00:00:00,437.18,440.98,436.85,439.04,509782,438.608,272544
1948,2021-08-02,00:00:00,440.6,441.35,437.21,438.17,461994,439.034,256255
1949,2021-08-03,00:00:00,438.25,441.28,436.1,440.4,482307,439.214,261649
1950,2021-08-04,00:00:00,440.56,441.0,438.73,439.33,373279,439.631,213337
1951,2021-08-05,00:00:00,439.8,441.85,439.11,441.31,306577,440.885,154251
1952,2021-08-06,00:00:00,441.41,442.94,441.36,442.37,348095,442.369,174418
1953,2021-08-09,00:00:00,441.67,442.8,441.31,442.1,273521,442.093,139708
1954,2021-08-10,00:00:00,442.15,443.44,441.63,442.4,341075,442.651,162098
1955,2021-08-11,00:00:00,441.95,443.94,441.83,443.57,336361,443.426,172945
1956,2021-08-12,00:00:00,443.66,445.26,442.66,444.9,313549,444.187,156497
1957,2021-08-13,00:00:00,445.37,445.95,445.07,445.45,278020,445.565,134517
1958,2021-08-16,00:00:00,445.2,447.25,442.87,446.74,487403,444.974,259366
1959,2021-08-17,00:00:00,445.51,447.31,440.85,443.0,740732,443.224,387094
1960,2021-08-18,00:00:00,443.45,444.63,437.87,438.81,668593,441.873,326283
1961,2021-08-19,00:00:00,437.88,441.14,434.5,439.12,808485,439.074,451141
1962,2021-08-20,00:00:00,437.57,443.71,437.0,443.63,513115,442.572,265395
1963,2021-08-23,00:00:00,444.02,448.23,443.58,448.0,406530,447.26,193051
1964,2021-08-24,00:00:00,447.98,448.54,447.36,447.79,295828,448.065,148173
1965,2021-08-25,00:00:00,447.98,449.46,447.48,448.9,316496,448.867,153644
1966,2021-08-26,00:00:00,448.16,448.94,446.15,446.32,495552,447.213,279454
1967,2021-08-27,00:00:00,447.6,450.65,446.59,450.39,516885,449.627,250698
1968,2021-08-30,00:00:00,450.48,453.07,450.41,452.35,362300,452.333,177869
1969,2021-08-31,00:00:00,453.17,453.48,450.92,452.44,443369,451.727,209850
1970,2021-09-01,00:00:00,453.47,453.54,451.54,451.98,387645,452.357,203170
1971,2021-09-02,00:00:00,452.23,454.05,450.0,453.13,335291,452.988,179282
1972,2021-09-03,00:00:00,453.91,454.53,451.55,452.75,348544,452.869,180219
1973,2021-09-07,00:00:00,452.0,453.61,450.74,451.11,379083,451.68,196370
1974,2021-09-08,00:00:00,450.5,451.8,448.86,450.41,439224,450.446,238233
1975,2021-09-09,00:00:00,450.3,452.57,448.3,448.79,477569,450.209,248293
1976,2021-09-10,00:00:00,450.38,451.49,445.23,445.34,675083,447.598,345878
1977,2021-09-13,00:00:00,447.0,448.92,444.11,447.22,637380,446.078,353804
1978,2021-09-14,00:00:00,446.84,448.59,443.22,444.72,610388,444.903,319570
1979,2021-09-15,00:00:00,444.61,448.41,443.44,448.18,584414,446.421,308540
1980,2021-09-16,00:00:00,447.97,448.36,444.02,446.51,548474,446.374,297747
1981,2021-09-17,00:00:00,447.02,447.02,440.07,440.91,803553,442.25,440275
1982,2021-09-20,00:00:00,436.91,439.49,428.86,435.05,1340260,433.007,714829
1983,2021-09-21,00:00:00,435.0,438.93,432.4,432.56,758639,435.243,428723
1984,2021-09-22,00:00:00,434.02,440.03,433.02,438.6,802485,438.02,457802
1985,2021-09-23,00:00:00,439.02,444.89,438.96,443.52,620528,443.205,333087
1986,2021-09-24,00:00:00,442.69,444.67,440.52,444.21,476457,443.29,255182
1987,2021-09-27,00:00:00,445.02,446.14,441.9,442.33,467254,442.97,262727
1988,2021-09-28,00:00:00,442.0,443.72,432.94,434.89,1051906,435.286,579335
1989,2021-09-29,00:00:00,436.7,437.14,433.85,435.62,690888,435.375,371494
1990,2021-09-30,00:00:00,437.02,438.0,428.78,430.05,1069907,432.122,544845
1991,2021-10-01,00:00:00,427.22,436.04,425.65,434.88,984043,431.822,519939
1992,2021-10-04,00:00:00,432.99,434.57,426.36,428.79,1031775,428.656,567382
1993,2021-10-05,00:00:00,428.43,435.49,428.25,432.4,715946,433.575,374618
1994,2021-10-06,00:00:00,428.92,436.67,426.95,436.12,915952,431.492,477039
1995,2021-10-07,00:00:00,437.01,441.68,436.55,439.58,588047,440.058,319305
1996,2021-10-08,00:00:00,438.66,440.34,434.87,437.35,567582,438.456,303967
1997,2021-10-11,00:00:00,436.5,440.26,433.82,434.4,495146,437.196,260016
1998,2021-10-12,00:00:00,433.47,436.1,431.99,432.4,551038,434.386,285885
1999,2021-10-13,00:00:00,433.52,436.05,431.54,435.86,558685,434.059,301849
2000,2021-10-14,00:00:00,436.65,443.46,436.16,443.2,540699,441.338,273749
2001,2021-10-15,00:00:00,443.57,446.26,442.83,445.87,476396,445.354,237686
2002,2021-10-18,00:00:00,445.1,447.55,443.25,447.29,433410,446.309,215280
2003,2021-10-19,00:00:00,448.14,451.22,447.3,451.06,393511,449.911,207614
2004,2021-10-20,00:00:00,449.11,452.74,449.11,451.59,375957,451.995,203175
2005,2021-10-21,00:00:00,451.33,453.83,450.8,452.54,324449,452.473,170453
2006,2021-10-22,00:00:00,453.19,454.67,451.05,452.3,466142,453.007,260309
2007,2021-10-25,00:00:00,453.04,456.2,452.39,456.16,342827,454.773,185523
2008,2021-10-26,00:00:00,456.92,458.49,455.0,456.46,451419,456.981,249854
2009,2021-10-27,00:00:00,456.77,457.16,453.82,454.85,598618,455.126,234105
2010,2021-10-28,00:00:00,454.53,458.48,454.28,457.0,384769,457.31,196082
2011,2021-10-29,00:00:00,456.6,459.79,455.45,459.7,481475,458.246,254658
2012,2021-11-01,00:00:00,459.92,461.42,458.2,459.84,354001,459.476,198396
2013,2021-11-02,00:00:00,459.84,462.23,459.38,461.42,349344,461.484,175592
2014,2021-11-03,00:00:00,461.4,465.5,460.83,465.46,405989,463.002,213287
2015,2021-11-04,00:00:00,465.13,467.22,464.74,467.19,376751,466.146,197244
2016,2021-11-05,00:00:00,466.6,470.65,466.5,467.79,497168,469.018,269087
2017,2021-11-08,00:00:00,468.05,470.23,467.6,467.77,323737,469.081,179446
2018,2021-11-09,00:00:00,468.62,469.57,465.88,466.48,396264,467.196,232627
2019,2021-11-10,00:00:00,466.51,467.38,462.04,464.31,540392,464.665,304398
2020,2021-11-11,00:00:00,464.66,465.66,463.75,465.0,278187,464.411,149460
2021,2021-11-12,00:00:00,464.6,468.04,464.0,467.6,396073,466.527,194934
2022,2021-11-15,00:00:00,468.05,469.22,466.23,467.57,344754,467.392,201807
2023,2021-11-16,00:00:00,467.0,470.49,466.63,469.35,360785,469.32,183218
2024,2021-11-17,00:00:00,469.48,469.48,467.48,468.37,334503,468.304,176584
2025,2021-11-18,00:00:00,469.25,470.25,466.34,470.1,383089,468.836,199128
2026,2021-11-19,00:00:00,470.53,472.0,468.0,469.17,357984,469.417,195446
2027,2021-11-22,00:00:00,470.03,473.54,466.95,468.11,585503,470.645,332590
2028,2021-11-23,00:00:00,466.66,469.1,464.45,468.05,595960,466.943,329287
2029,2021-11-24,00:00:00,468.02,470.27,465.19,470.22,474628,468.014,250838
2030,2021-11-26,00:00:00,465.0,465.39,456.86,457.1,800936,460.149,445288
2031,2021-11-29,00:00:00,461.01,466.56,457.03,466.12,642652,464.505,310066
2032,2021-11-30,00:00:00,460.2,465.03,455.3,457.4,1092479,458.268,590769
2033,2021-12-01,00:00:00,460.0,464.67,449.5,451.98,1048117,457.731,529401
2034,2021-12-02,00:00:00,453.1,459.07,450.24,456.23,994191,456.047,523490
2035,2021-12-03,00:00:00,456.27,460.3,448.92,453.53,1064560,452.665,617525
2036,2021-12-06,00:00:00,455.5,460.79,453.0,458.96,741897,458.053,422110
2037,2021-12-07,00:00:00,460.11,469.63,459.75,469.58,752898,467.566,369198
2038,2021-12-08,00:00:00,469.59,470.98,466.83,469.22,461184,468.678,270318
2039,2021-12-09,00:00:00,468.58,469.88,465.9,466.53,454136,467.705,271138
2040,2021-12-10,00:00:00,467.57,471.0,466.33,471.0,548293,469.202,300446
2041,2021-12-13,00:00:00,471.53,472.54,466.1,467.45,603892,467.862,365529
2042,2021-12-14,00:00:00,467.48,468.0,460.25,463.71,655374,462.64,362326
2043,2021-12-15,00:00:00,463.66,471.7,460.74,470.91,832297,465.918,433809
2044,2021-12-16,00:00:00,472.51,474.86,464.8,466.96,824928,468.524,453686
2045,2021-12-17,00:00:00,464.91,465.05,458.06,461.56,880936,461.292,484892
2046,2021-12-20,00:00:00,453.6,460.22,451.14,456.46,803613,453.61,410730
2047,2021-12-21,00:00:00,457.56,463.44,455.32,462.71,539748,460.592,307949
2048,2021-12-22,00:00:00,461.98,468.3,461.68,468.0,440014,465.933,238042
2049,2021-12-23,00:00:00,468.2,472.19,468.2,470.51,393769,470.958,200468
2050,2021-12-27,00:00:00,471.03,477.4,470.6,476.98,410598,475.609,216152
2051,2021-12-28,00:00:00,477.81,478.81,476.06,477.58,317216,477.269,178286
2052,2021-12-29,00:00:00,477.9,478.56,475.92,477.05,352577,477.363,191955
2053,2021-12-30,00:00:00,477.85,479.0,474.1,474.53,378249,477.44,189244
2054,2021-12-31,00:00:00,475.83,476.86,474.67,475.32,427305,475.665,239958
2055,2022-01-03,00:00:00,476.38,478.09,473.85,477.6,497453,476.522,274220
2056,2022-01-04,00:00:00,478.49,479.98,475.58,476.84,490160,477.917,287098
2057,2022-01-05,00:00:00,477.06,477.98,467.41,468.95,746755,472.826,419391
2058,2022-01-06,00:00:00,468.46,470.82,465.43,469.59,653249,468.516,389181
2059,2022-01-07,00:00:00,468.89,469.3,464.65,465.9,590443,466.887,313822
2060,2022-01-10,00:00:00,466.5,467.0,456.59,465.98,875816,460.927,478208
2061,2022-01-11,00:00:00,465.99,470.17,462.05,469.93,587466,466.537,325335
2062,2022-01-12,00:00:00,469.0,473.2,468.91,470.77,524142,471.061,304756
2063,2022-01-13,00:00:00,470.82,472.88,463.44,464.68,681128,467.633,386329
2064,2022-01-14,00:00:00,464.87,465.95,459.9,465.31,765151,462.823,428101
2065,2022-01-18,00:00:00,461.45,462.93,455.31,455.82,802651,457.289,466407
2066,2022-01-19,00:00:00,456.0,459.62,450.88,452.08,793977,455.581,439182
2067,2022-01-20,00:00:00,453.15,458.74,443.16,444.64,1017454,452.456,547950
2068,2022-01-21,00:00:00,445.51,448.06,436.45,436.55,1375833,442.231,785367
2069,2022-01-24,00:00:00,439.02,441.79,420.76,436.18,1789419,430.33,1046445
2070,2022-01-25,00:00:00,434.95,440.17,427.15,433.59,1200963,433.111,674682
2071,2022-01-26,00:00:00,436.0,444.04,428.86,432.95,1427320,437.196,872573
2072,2022-01-27,00:00:00,432.27,441.59,426.85,433.34,1112038,434.668,666251
2073,2022-01-28,00:00:00,432.21,442.74,426.2,442.3,1254065,435.241,733737
2074,2022-01-31,00:00:00,442.0,450.28,439.15,448.96,993165,446.576,577476
2075,2022-02-01,00:00:00,450.2,455.16,446.93,455.11,803907,450.813,472903
2076,2022-02-02,00:00:00,455.0,458.12,452.53,452.69,795401,455.943,479437
2077,2022-02-03,00:00:00,453.28,457.7,445.71,451.29,878442,449.546,528654
2078,2022-02-04,00:00:00,450.19,452.78,443.49,448.66,874609,448.484,510882
2079,2022-02-07,00:00:00,448.37,450.99,445.85,448.13,662851,448.594,419365
2080,2022-02-08,00:00:00,448.5,452.2,445.22,451.58,637121,449.242,381111
2081,2022-02-09,00:00:00,453.43,458.02,451.27,456.78,668792,456.509,388463
2082,2022-02-10,00:00:00,456.7,457.89,446.99,447.5,1022190,452.513,593012
2083,2022-02-11,00:00:00,446.72,451.61,438.94,440.5,1216339,443.984,700625
2084,2022-02-14,00:00:00,440.36,442.0,435.24,439.39,972843,438.849,584436
2085,2022-02-15,00:00:00,443.9,446.3,437.94,444.69,697712,445.067,396473
2086,2022-02-16,00:00:00,446.99,448.06,441.94,445.82,655884,444.852,382372
2087,2022-02-17,00:00:00,445.69,446.03,436.09,437.18,777675,439.546,429319
2088,2022-02-18,00:00:00,439.44,440.0,431.82,432.22,894424,434.987,508302
2089,2022-02-22,00:00:00,430.25,435.5,425.86,432.14,969158,430.591,556793
2090,2022-02-23,00:00:00,433.45,434.16,418.78,418.85,995130,425.872,569345
2091,2022-02-24,00:00:00,415.56,428.76,410.1,425.91,1538866,419.351,966282
2092,2022-02-25,00:00:00,423.47,438.4,422.82,437.7,964773,434.697,562961
2093,2022-02-28,00:00:00,430.1,438.2,427.67,436.59,1133253,434.256,664389
2094,2022-03-01,00:00:00,436.74,439.56,427.11,431.6,1012162,431.225,599232
2095,2022-03-02,00:00:00,429.3,439.56,427.87,437.28,896970,436.63,516480
2096,2022-03-03,00:00:00,437.89,441.54,428.1,429.21,859970,436.901,492761
2097,2022-03-04,00:00:00,431.62,436.1,427.88,431.28,888168,430.67,519146
2098,2022-03-07,00:00:00,425.95,432.43,417.89,419.04,1000170,423.666,582754
2099,2022-03-08,00:00:00,420.0,427.21,414.0,417.45,1281819,419.831,724622
2100,2022-03-09,00:00:00,421.5,429.51,417.73,427.24,867489,426.654,480609
2101,2022-03-10,00:00:00,424.49,426.87,420.44,425.05,717993,423.664,412543
2102,2022-03-11,00:00:00,425.67,433.22,419.53,419.95,751488,423.999,434553
2103,2022-03-14,00:00:00,422.7,425.05,415.79,417.89,772706,419.137,438833
2104,2022-03-15,00:00:00,415.71,426.84,413.61,425.4,772624,423.277,436903
2105,2022-03-16,00:00:00,429.17,437.2,424.8,436.25,1068806,431.71,597069
2106,2022-03-17,00:00:00,436.06,441.15,432.65,438.51,695100,437.774,372534
2107,2022-03-18,00:00:00,438.0,445.67,435.71,445.49,692546,441.716,370554
2108,2022-03-21,00:00:00,443.34,446.46,440.68,443.7,669461,443.76,375155
2109,2022-03-22,00:00:00,444.69,450.58,443.1,450.08,581505,448.818,305674
2110,2022-03-23,00:00:00,449.66,450.3,443.4,444.34,572197,445.924,304014
2111,2022-03-24,00:00:00,445.29,450.79,444.76,450.23,487825,448.039,260081
2112,2022-03-25,00:00:00,450.8,453.01,448.43,452.9,532125,450.934,321306
2113,2022-03-28,00:00:00,451.96,456.2,450.06,455.81,500296,453.236,271647
2114,2022-03-29,00:00:00,456.89,462.07,456.1,461.1,666432,459.855,358759
2115,2022-03-30,00:00:00,460.36,461.9,456.46,458.88,562546,458.95,313719
2116,2022-03-31,00:00:00,459.6,459.98,451.16,453.2,767765,455.011,389323
2117,2022-04-01,00:00:00,453.68,454.57,449.14,453.29,631821,451.743,319790
2118,2022-04-04,00:00:00,452.53,456.93,452.19,456.35,444248,455.331,232158
2119,2022-04-05,00:00:00,457.3,457.83,449.82,451.27,611487,453.275,331200
2120,2022-04-06,00:00:00,451.27,451.55,443.47,445.2,823390,446.06,450836
2121,2022-04-07,00:00:00,445.74,450.69,443.53,449.24,633778,447.089,328647
2122,2022-04-08,00:00:00,450.53,451.0,445.94,447.24,550332,448.251,282559
2123,2022-04-11,00:00:00,446.71,446.92,439.39,439.67,674090,441.807,344529
2124,2022-04-12,00:00:00,438.59,445.75,436.65,439.7,710405,440.939,376432
2125,2022-04-13,00:00:00,440.05,444.11,437.5,443.02,556340,441.516,307237
2126,2022-04-14,00:00:00,443.46,444.74,437.6,437.82,646541,440.199,335242
2127,2022-04-18,00:00:00,436.18,440.21,435.32,440.12,497420,437.812,270716
2128,2022-04-19,00:00:00,438.99,445.8,436.38,443.42,616810,443.231,322955
2129,2022-04-20,00:00:00,443.34,447.57,442.72,446.19,551697,445.643,315147
2130,2022-04-21,00:00:00,447.94,450.01,436.8,436.95,702196,442.771,399266
2131,2022-04-22,00:00:00,438.01,438.34,423.95,424.23,977482,429.708,490695
2132,2022-04-25,00:00:00,422.26,429.0,418.84,428.4,929038,423.814,479848
2133,2022-04-26,00:00:00,426.65,429.25,413.0,416.6,833383,419.966,423515
2134,2022-04-27,00:00:00,419.0,422.92,415.01,420.57,931389,419.106,525092
2135,2022-04-28,00:00:00,423.06,429.64,417.6,423.91,855816,424.558,435710
2136,2022-04-29,00:00:00,425.51,427.0,411.21,413.35,1094003,416.7,561866
2137,2022-05-02,00:00:00,413.0,415.92,405.02,414.11,1130572,411.007,617689
2138,2022-05-03,00:00:00,415.64,418.93,412.42,416.92,843351,416.162,442748
2139,2022-05-04,00:00:00,417.36,429.66,413.7,428.16,1114330,421.384,624128
2140,2022-05-05,00:00:00,427.16,429.09,409.44,414.23,1399891,415.114,799514
2141,2022-05-06,00:00:00,412.58,414.8,405.73,410.7,1123691,410.28,658895
2142,2022-05-09,00:00:00,406.64,411.35,396.5,399.47,1173182,401.257,640647
2143,2022-05-10,00:00:00,400.73,406.08,394.82,398.66,1012497,399.898,598000
2144,2022-05-11,00:00:00,400.57,404.54,391.96,393.85,1087671,397.439,652827
2145,2022-05-12,00:00:00,392.49,395.8,385.15,393.85,955040,389.917,525363
2146,2022-05-13,00:00:00,396.25,403.18,395.46,401.6,802244,400.262,422926
2147,2022-05-16,00:00:00,399.98,403.97,397.6,400.42,600615,400.574,313940
2148,2022-05-17,00:00:00,402.02,409.1,400.84,408.19,639300,406.137,327001
2149,2022-05-18,00:00:00,406.99,407.68,389.5,389.51,869026,395.15,426074
2150,2022-05-19,00:00:00,388.77,394.14,385.41,390.52,765366,390.255,404048
2151,2022-05-20,00:00:00,389.5,397.03,380.54,390.62,925782,386.557,488475
2152,2022-05-23,00:00:00,394.1,397.9,390.38,394.5,630419,395.189,337945
2153,2022-05-24,00:00:00,392.38,396.05,386.96,395.57,710522,391.187,357479
2154,2022-05-25,00:00:00,394.62,399.45,391.17,396.69,644176,395.9,334795
2155,2022-05-26,00:00:00,398.7,407.04,396.0,405.42,614184,404.591,305139
2156,2022-05-27,00:00:00,405.01,416.8,404.72,416.7,660188,412.615,335522
2157,2022-05-31,00:00:00,413.9,417.05,410.03,414.57,713781,413.352,364170
2158,2022-06-01,00:00:00,413.87,416.24,406.93,408.46,669950,410.663,349304
2159,2022-06-02,00:00:00,410.64,418.6,407.04,418.0,624196,413.256,315885
2160,2022-06-03,00:00:00,416.78,418.2,409.51,410.3,568746,411.406,289689
2161,2022-06-06,00:00:00,414.35,416.61,410.55,411.9,470150,413.19,250646
2162,2022-06-07,00:00:00,410.5,416.22,407.42,414.55,468861,412.962,247743
2163,2022-06-08,00:00:00,414.0,415.82,410.38,411.6,486646,412.651,264566
2164,2022-06-09,00:00:00,411.28,414.2,401.28,402.1,652742,406.687,333641
2165,2022-06-10,00:00:00,400.9,402.35,389.53,390.29,953619,391.929,528158
2166,2022-06-13,00:00:00,382.07,385.44,373.3,376.04,1129340,377.212,597386
2167,2022-06-14,00:00:00,379.29,380.3,370.59,375.66,753504,374.236,440870
2168,2022-06-15,00:00:00,375.74,383.9,372.12,381.71,961357,378.317,523622
2169,2022-06-16,00:00:00,371.83,380.59,364.07,367.67,1007514,367.217,526960
2170,2022-06-17,00:00:00,367.67,369.51,362.17,366.33,780951,366.413,431598
2171,2022-06-21,00:00:00,372.4,376.53,370.69,374.67,587999,374.896,316613
2172,2022-06-22,00:00:00,368.07,378.72,367.65,372.67,657811,375.274,345966
2173,2022-06-23,00:00:00,372.55,378.83,372.0,376.77,603475,376.152,325294
2174,2022-06-24,00:00:00,380.77,390.08,377.31,389.63,713180,387.081,331520
2175,2022-06-27,00:00:00,392.57,392.94,387.44,389.09,521934,389.076,272001
2176,2022-06-28,00:00:00,389.63,393.16,380.41,381.2,648309,384.901,322011
2177,2022-06-29,00:00:00,380.71,382.27,378.42,380.04,544072,380.383,285287
2178,2022-06-30,00:00:00,377.48,380.66,372.56,377.37,841341,376.814,430160
2179,2022-07-01,00:00:00,374.69,381.7,373.5,381.07,596057,378.157,316647
2180,2022-07-05,00:00:00,381.44,383.3,372.9,380.95,649779,377.206,341143
2181,2022-07-06,00:00:00,382.25,385.87,379.6,383.58,542975,382.489,294580
2182,2022-07-07,00:00:00,384.49,389.83,383.43,388.16,484387,387.977,244384
2183,2022-07-08,00:00:00,387.93,390.64,385.35,388.69,533377,388.584,261668
2184,2022-07-11,00:00:00,385.86,387.06,383.5,384.84,458187,384.749,239469
2185,2022-07-12,00:00:00,381.82,386.16,378.99,380.64,478262,382.636,257538
2186,2022-07-13,00:00:00,380.8,385.71,373.18,376.44,654890,378.72,346847
2187,2022-07-14,00:00:00,376.44,379.56,371.04,379.56,623231,374.946,333561
2188,2022-07-15,00:00:00,378.14,385.37,377.0,385.2,517097,383.727,270358
2189,2022-07-18,00:00:00,388.24,389.45,380.66,383.01,484190,385.265,245605
2190,2022-07-19,00:00:00,382.62,393.38,382.47,393.0,594219,390.129,293648
2191,2022-07-20,00:00:00,393.11,396.26,390.89,394.21,538867,394.238,271911
2192,2022-07-21,00:00:00,394.0,399.03,391.63,397.01,506725,396.045,263203
2193,2022-07-22,00:00:00,397.24,400.16,392.75,394.4,511268,395.908,273741
2194,2022-07-25,00:00:00,394.42,397.5,393.0,394.21,421747,395.019,213581
2195,2022-07-26,00:00:00,394.88,395.23,389.95,394.06,428383,391.739,213256
2196,2022-07-27,00:00:00,394.5,402.88,393.93,400.5,625176,398.672,323003
2197,2022-07-28,00:00:00,401.04,409.72,398.15,408.31,565865,403.681,286974
2198,2022-07-29,00:00:00,408.71,413.03,406.77,411.46,592771,410.846,285161
2199,2022-08-01,00:00:00,411.19,413.41,408.4,410.13,535592,411.026,269592
2200,2022-08-02,00:00:00,408.68,413.0,406.82,408.16,493503,409.674,247168
2201,2022-08-03,00:00:00,408.64,415.68,408.09,413.76,492471,413.482,241542
2202,2022-08-04,00:00:00,414.45,416.1,412.44,414.23,333280,414.055,174086
2203,2022-08-05,00:00:00,414.54,415.08,409.24,412.95,454751,412.191,232612
2204,2022-08-08,00:00:00,414.72,417.62,411.83,414.13,410346,414.544,216096
2205,2022-08-09,00:00:00,413.51,413.91,410.22,411.79,364728,411.304,187340
2206,2022-08-10,00:00:00,411.65,420.2,410.95,420.08,522458,418.831,256901
2207,2022-08-11,00:00:00,421.0,424.95,419.21,420.4,453601,421.746,230913
2208,2022-08-12,00:00:00,422.0,427.21,420.71,427.19,450264,424.747,210587
2209,2022-08-15,00:00:00,425.0,429.41,423.7,428.49,401336,427.617,191213
2210,2022-08-16,00:00:00,428.49,431.73,426.88,429.7,444711,429.329,209566
2211,2022-08-17,00:00:00,428.76,429.87,424.54,425.93,470824,426.767,233067
2212,2022-08-18,00:00:00,425.67,428.61,425.41,427.62,380180,427.195,168531
2213,2022-08-19,00:00:00,426.49,427.15,421.22,421.4,502092,422.792,237001
2214,2022-08-22,00:00:00,419.97,421.13,412.4,414.39,530784,414.374,236884
2215,2022-08-23,00:00:00,414.18,415.42,411.75,412.1,409326,413.114,198754
2216,2022-08-24,00:00:00,411.15,415.12,410.86,413.82,371639,413.419,168122
2217,2022-08-25,00:00:00,417.63,419.56,414.09,418.97,400349,417.13,170999
2218,2022-08-26,00:00:00,419.1,421.02,403.7,403.9,772842,410.43,370379
